sample_id,tier,split,overlap_level,method,reference_path,hypothesis_path,reference_length,hypothesis_length,edit_distance,cer
SyntheticHeavyOverlap_dev_03,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_03_separated_speaker_transcript.json,20,16,4,0.2
SyntheticHeavyOverlap_dev_03,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_03_separated_speaker_transcript_cleaned.json,20,16,4,0.2
SyntheticHeavyOverlap_dev_04,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_04_mixed_whisper.json,18,19,6,0.333333
SyntheticHeavyOverlap_dev_04,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_04_separated_speaker_transcript.json,18,18,2,0.111111
SyntheticHeavyOverlap_dev_04,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_04_separated_speaker_transcript_cleaned.json,18,18,2,0.111111
SyntheticHeavyOverlap_dev_05,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_05_mixed_whisper.json,25,21,4,0.16
SyntheticHeavyOverlap_dev_05,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_05_separated_speaker_transcript.json,25,25,1,0.04
SyntheticHeavyOverlap_dev_05,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_05_separated_speaker_transcript_cleaned.json,25,25,1,0.04
SyntheticHeavyOverlap_dev_06,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_06_mixed_whisper.json,21,10,14,0.666667
SyntheticHeavyOverlap_dev_06,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_06_separated_speaker_transcript.json,21,21,0,0.0
SyntheticHeavyOverlap_dev_06,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_06_separated_speaker_transcript_cleaned.json,21,21,0,0.0
SyntheticHeavyOverlap_dev_07,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_07_mixed_whisper.json,18,8,13,0.722222
SyntheticHeavyOverlap_dev_07,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_07_separated_speaker_transcript.json,18,18,0,0.0
SyntheticHeavyOverlap_dev_07,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_07_separated_speaker_transcript_cleaned.json,18,18,0,0.0
SyntheticHeavyOverlap_dev_08,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_08_mixed_whisper.json,20,16,7,0.35
SyntheticHeavyOverlap_dev_08,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_08_separated_speaker_transcript.json,20,18,4,0.2
SyntheticHeavyOverlap_dev_08,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_08_separated_speaker_transcript_cleaned.json,20,18,4,0.2
SyntheticHeavyOverlap_dev_09,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_09_mixed_whisper.json,14,4,12,0.857143
SyntheticHeavyOverlap_dev_09,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_09_separated_speaker_transcript.json,14,14,0,0.0
SyntheticHeavyOverlap_dev_09,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_09_separated_speaker_transcript_cleaned.json,14,14,0,0.0
SyntheticHeavyOverlap_dev_10,SyntheticHeavyOverlap,dev,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_dev_10_mixed_whisper.json,31,173,162,5.225806
SyntheticHeavyOverlap_dev_10,SyntheticHeavyOverlap,dev,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_dev_10_separated_speaker_transcript.json,31,23,9,0.290323
SyntheticHeavyOverlap_dev_10,SyntheticHeavyOverlap,dev,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_dev_10_separated_speaker_transcript_cleaned.json,31,23,9,0.290323
SyntheticHeavyOverlap_test_01,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_01_mixed_whisper.json,35,25,12,0.342857
SyntheticHeavyOverlap_test_01,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_01_separated_speaker_transcript.json,35,125,96,2.742857
SyntheticHeavyOverlap_test_01,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_01_separated_speaker_transcript_cleaned.json,35,34,15,0.428571
SyntheticHeavyOverlap_test_02,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_02_mixed_whisper.json,25,24,11,0.44
SyntheticHeavyOverlap_test_02,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_02_separated_speaker_transcript.json,25,24,19,0.76
SyntheticHeavyOverlap_test_02,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_02_separated_speaker_transcript_cleaned.json,25,24,19,0.76
SyntheticHeavyOverlap_test_03,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_03_mixed_whisper.json,30,11,24,0.8
SyntheticHeavyOverlap_test_03,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_03_separated_speaker_transcript.json,30,30,0,0.0
SyntheticHeavyOverlap_test_03,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_03_separated_speaker_transcript_cleaned.json,30,30,0,0.0
SyntheticHeavyOverlap_test_04,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_04_mixed_whisper.json,19,9,14,0.736842
SyntheticHeavyOverlap_test_04,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_04_separated_speaker_transcript.json,19,19,1,0.052632
SyntheticHeavyOverlap_test_04,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_04_separated_speaker_transcript_cleaned.json,19,19,1,0.052632
SyntheticHeavyOverlap_test_05,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_05_mixed_whisper.json,20,8,13,0.65
SyntheticHeavyOverlap_test_05,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_05_separated_speaker_transcript.json,20,20,0,0.0
SyntheticHeavyOverlap_test_05,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_05_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticHeavyOverlap_test_06,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_06_mixed_whisper.json,26,22,8,0.307692
SyntheticHeavyOverlap_test_06,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_06_separated_speaker_transcript.json,26,26,1,0.038462
SyntheticHeavyOverlap_test_06,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_06_separated_speaker_transcript_cleaned.json,26,26,1,0.038462
SyntheticHeavyOverlap_test_07,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_07_mixed_whisper.json,24,8,20,0.833333
SyntheticHeavyOverlap_test_07,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_07_separated_speaker_transcript.json,24,24,7,0.291667
SyntheticHeavyOverlap_test_07,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_07_separated_speaker_transcript_cleaned.json,24,24,7,0.291667
SyntheticHeavyOverlap_test_08,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_08_mixed_whisper.json,18,13,7,0.388889
SyntheticHeavyOverlap_test_08,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_08_separated_speaker_transcript.json,18,18,0,0.0
SyntheticHeavyOverlap_test_08,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_08_separated_speaker_transcript_cleaned.json,18,18,0,0.0
SyntheticHeavyOverlap_test_09,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_09_mixed_whisper.json,22,17,7,0.318182
SyntheticHeavyOverlap_test_09,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_09_separated_speaker_transcript.json,22,22,2,0.090909
SyntheticHeavyOverlap_test_09,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_09_separated_speaker_transcript_cleaned.json,22,22,2,0.090909
SyntheticHeavyOverlap_test_10,SyntheticHeavyOverlap,test,3,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticHeavyOverlap_test_10_mixed_whisper.json,20,16,6,0.3
SyntheticHeavyOverlap_test_10,SyntheticHeavyOverlap,test,3,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticHeavyOverlap_test_10_separated_speaker_transcript.json,20,20,0,0.0
SyntheticHeavyOverlap_test_10,SyntheticHeavyOverlap,test,3,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticHeavyOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticHeavyOverlap_test_10_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticOppositeOverlap_dev_01,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_01_mixed_whisper.json,32,30,14,0.4375
SyntheticOppositeOverlap_dev_01,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_01_separated_speaker_transcript.json,32,32,0,0.0
SyntheticOppositeOverlap_dev_01,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_01_separated_speaker_transcript_cleaned.json,32,32,0,0.0
SyntheticOppositeOverlap_dev_02,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_02_mixed_whisper.json,26,9,23,0.884615
SyntheticOppositeOverlap_dev_02,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_02_separated_speaker_transcript.json,26,26,25,0.961538
SyntheticOppositeOverlap_dev_02,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_02_separated_speaker_transcript_cleaned.json,26,26,25,0.961538
SyntheticOppositeOverlap_dev_03,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_03_mixed_whisper.json,20,12,16,0.8
SyntheticOppositeOverlap_dev_03,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_03_separated_speaker_transcript.json,20,20,1,0.05
SyntheticOppositeOverlap_dev_03,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_03_separated_speaker_transcript_cleaned.json,20,20,1,0.05
SyntheticOppositeOverlap_dev_04,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_04_mixed_whisper.json,18,16,7,0.388889
SyntheticOppositeOverlap_dev_04,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_04_separated_speaker_transcript.json,18,19,3,0.166667
SyntheticOppositeOverlap_dev_04,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_04_separated_speaker_transcript_cleaned.json,18,19,3,0.166667
SyntheticOppositeOverlap_dev_05,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_05_mixed_whisper.json,25,15,16,0.64
SyntheticOppositeOverlap_dev_05,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_05_separated_speaker_transcript.json,25,25,1,0.04
SyntheticOppositeOverlap_dev_05,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_05_separated_speaker_transcript_cleaned.json,25,25,1,0.04
SyntheticOppositeOverlap_dev_06,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_06_mixed_whisper.json,21,9,20,0.952381
SyntheticOppositeOverlap_dev_06,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_06_separated_speaker_transcript.json,21,21,0,0.0
SyntheticOppositeOverlap_dev_06,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_06_separated_speaker_transcript_cleaned.json,21,21,0,0.0
SyntheticOppositeOverlap_dev_07,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_07_mixed_whisper.json,18,9,9,0.5
SyntheticOppositeOverlap_dev_07,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_07_separated_speaker_transcript.json,18,18,0,0.0
SyntheticOppositeOverlap_dev_07,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_07_separated_speaker_transcript_cleaned.json,18,18,0,0.0
SyntheticOppositeOverlap_dev_08,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_08_mixed_whisper.json,20,12,11,0.55
SyntheticOppositeOverlap_dev_08,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_08_separated_speaker_transcript.json,20,18,4,0.2
SyntheticOppositeOverlap_dev_08,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_08_separated_speaker_transcript_cleaned.json,20,18,4,0.2
SyntheticOppositeOverlap_dev_09,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_09_mixed_whisper.json,14,4,12,0.857143
SyntheticOppositeOverlap_dev_09,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_09_separated_speaker_transcript.json,14,14,0,0.0
SyntheticOppositeOverlap_dev_09,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_09_separated_speaker_transcript_cleaned.json,14,14,0,0.0
SyntheticOppositeOverlap_dev_10,SyntheticOppositeOverlap,dev,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_dev_10_mixed_whisper.json,31,23,11,0.354839
SyntheticOppositeOverlap_dev_10,SyntheticOppositeOverlap,dev,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_dev_10_separated_speaker_transcript.json,31,23,8,0.258065
SyntheticOppositeOverlap_dev_10,SyntheticOppositeOverlap,dev,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_dev_10_separated_speaker_transcript_cleaned.json,31,23,8,0.258065
SyntheticOppositeOverlap_test_01,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_01_mixed_whisper.json,35,25,16,0.457143
SyntheticOppositeOverlap_test_01,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_01_separated_speaker_transcript.json,35,35,16,0.457143
SyntheticOppositeOverlap_test_01,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_01_separated_speaker_transcript_cleaned.json,35,35,16,0.457143
SyntheticOppositeOverlap_test_02,SyntheticOppositeOverlap,test,4,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticOppositeOverlap_test_02_mixed_whisper.json,25,16,14,0.56
SyntheticOppositeOverlap_test_02,SyntheticOppositeOverlap,test,4,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticOppositeOverlap_test_02_separated_speaker_transcript.json,25,24,19,0.76
SyntheticOppositeOverlap_test_02,SyntheticOppositeOverlap,test,4,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticOppositeOverlap_test_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticOppositeOverlap_test_02_separated_speaker_transcript_cleaned.json,25,24,19,0.76
